원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,,,,
KR0001,메리츠화재해상보험,60,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.2Q,205.69,,,,
KR0001,메리츠화재해상보험,60,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,202.2,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2025.1Q,60244,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2024.4Q,55151,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2024.3Q,56982,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2024.2Q,53541,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2024.1Q,54440,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2023.4Q,55058,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2023.3Q,60532,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2023.2Q,59443,,,,
KR0002,한화손해보험,370,손해보험,1,가. 지급여력금액,2023.1Q,57223,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2025.1Q,24525,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2024.4Q,25077,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2024.3Q,26647,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2024.2Q,26382,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2024.1Q,27504,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2023.4Q,30285,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2023.3Q,32567,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2023.2Q,28713,,,,
KR0002,한화손해보험,370,손해보험,2,기본자본,2023.1Q,26838,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2025.1Q,35718,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2024.4Q,30074,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2024.3Q,30335,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2024.2Q,27160,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2024.1Q,26935,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2023.4Q,24773,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2023.3Q,27965,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2023.2Q,30730,,,,
KR0002,한화손해보험,370,손해보험,3,보완자본,2023.1Q,30385,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2025.1Q,49171,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.4Q,49592,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.3Q,51641,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.2Q,51805,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2024.1Q,52782,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.4Q,53864,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.3Q,55189,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.2Q,54184,,,,
KR0002,한화손해보험,370,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,51965,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2025.1Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2024.4Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2024.3Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2024.2Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2024.1Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2023.4Q,6515,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2023.3Q,6739,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2023.2Q,6739,,,,
KR0002,한화손해보험,370,손해보험,5,1. 보통주,2023.1Q,6739,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2025.1Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.4Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.3Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.2Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2024.1Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.4Q,4231,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.3Q,4241,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.2Q,6135,,,,
KR0002,한화손해보험,370,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,6135,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2025.1Q,25757,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2024.4Q,24451,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2024.3Q,24315,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2024.2Q,23453,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2024.1Q,22293,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2023.4Q,21554,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2023.3Q,21455,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2023.2Q,21072,,,,
KR0002,한화손해보험,370,손해보험,7,3. 이익잉여금,2023.1Q,20348,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2025.1Q,-144,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2024.4Q,-180,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2024.3Q,-175,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2024.2Q,-138,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2024.1Q,-139,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2023.4Q,978,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2023.3Q,-6,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2023.2Q,2,,,,
KR0002,한화손해보험,370,손해보험,8,4. 자본조정,2023.1Q,12,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2025.1Q,-8947,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2024.4Q,-6352,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2024.3Q,-6277,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2024.2Q,-5589,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2024.1Q,-3148,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2023.4Q,179,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2023.3Q,1779,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2023.2Q,-880,,,,
KR0002,한화손해보험,370,손해보험,9,5. 기타포괄손익누계액,2023.1Q,-1361,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2025.1Q,739,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2024.4Q,838,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2024.3Q,985,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2024.2Q,995,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2024.1Q,?,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2023.4Q,?,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2023.3Q,0,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2023.2Q,0,,,,
KR0002,한화손해보험,370,손해보험,10,6. 비지배지분,2023.1Q,0,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2025.1Q,21020,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2024.4Q,20088,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2024.3Q,22046,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2024.2Q,22337,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2024.1Q,23029,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2023.4Q,20406,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2023.3Q,20981,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2023.2Q,21117,,,,
KR0002,한화손해보험,370,손해보험,11,7. 조정준비금,2023.1Q,20092,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2025.1Q,63,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.4Q,514,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.3Q,674,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.2Q,719,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2024.1Q,779,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.4Q,1252,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.3Q,526,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.2Q,613,,,,
KR0002,한화손해보험,370,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,639,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2025.1Q,24583,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.4Q,24001,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.3Q,24320,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.2Q,24704,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2024.1Q,24498,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.4Q,22327,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.3Q,22096,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.2Q,24858,,,,
KR0002,한화손해보험,370,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,24488,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2025.1Q,33013,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.4Q,31731,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.3Q,31980,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.2Q,31179,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2024.1Q,31500,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.4Q,30043,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.3Q,31795,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.2Q,33486,,,,
KR0002,한화손해보험,370,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,32387,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2025.1Q,42869,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2024.4Q,41444,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2024.3Q,41387,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2024.2Q,40357,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2024.1Q,40792,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2023.4Q,38920,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2023.3Q,41042,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2023.2Q,43252,,,,
KR0002,한화손해보험,370,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,42455,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2025.1Q,13702,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.4Q,12942,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.3Q,12594,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.2Q,12443,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2024.1Q,12633,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.4Q,11972,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.3Q,11944,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.2Q,11358,,,,
KR0002,한화손해보험,370,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,11174,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2025.1Q,33338,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2024.4Q,32680,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2024.3Q,32034,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2024.2Q,30837,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2024.1Q,30249,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2023.4Q,30725,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2023.3Q,33108,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2023.2Q,35862,,,,
KR0002,한화손해보험,370,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,35129,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2025.1Q,4489,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2024.4Q,4403,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2024.3Q,4262,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2024.2Q,4081,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2024.1Q,3899,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2023.4Q,3681,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2023.3Q,3505,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2023.2Q,3011,,,,
KR0002,한화손해보험,370,손해보험,18,2. 일반손해보험위험액,2023.1Q,2834,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2025.1Q,12430,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2024.4Q,11208,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2024.3Q,10689,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2024.2Q,10912,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2024.1Q,11686,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2023.4Q,10507,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2023.3Q,10389,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2023.2Q,9838,,,,
KR0002,한화손해보험,370,손해보험,19,3. 시장위험액,2023.1Q,9579,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2025.1Q,3853,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2024.4Q,3677,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2024.3Q,3750,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2024.2Q,3705,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2024.1Q,3771,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2023.4Q,3767,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2023.3Q,3808,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2023.2Q,3732,,,,
KR0002,한화손해보험,370,손해보험,20,4. 신용위험액,2023.1Q,3943,,,,
KR0002,한화손해보험,370,손해보험,21,5. 운영위험액,2025.1Q,2461,,,,
KR0002,한화손해보험,370,손해보험,21,5. 운영위험액,2024.4Q,2416,,,,
KR0002,한화손해보험,370,손해보험,21,5. 운영위험액,2024.3Q,3246,,,,
