원보험사코드,원수사명,티커,생손보여부,항목번호,항목명,공시분기,값,값_적용후
KR0050,하나손해보험,X,손해보험,5,1. 보통주,2023.1Q,4611,4611
KR0050,하나손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,0,0
KR0050,하나손해보험,X,손해보험,7,3. 이익잉여금,2023.1Q,-703,-703
KR0050,하나손해보험,X,손해보험,8,4. 자본조정,2023.1Q,-272,-272
KR0050,하나손해보험,X,손해보험,9,5. 기타포괄손익누계액,2023.1Q,181,181
KR0050,하나손해보험,X,손해보험,10,6. 비지배지분,2023.1Q,0,0
KR0050,하나손해보험,X,손해보험,11,7. 조정준비금,2023.1Q,-278,-278
KR0050,하나손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,32,32
KR0050,하나손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,1228,1228
KR0050,하나손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,2160,2160
KR0050,하나손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,2160,2160
KR0050,하나손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,1113,1113
KR0050,하나손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,857,857
KR0050,하나손해보험,X,손해보험,18,2. 일반손해보험위험액,2023.1Q,972,972
KR0050,하나손해보험,X,손해보험,19,3. 시장위험액,2023.1Q,887,887
KR0050,하나손해보험,X,손해보험,20,4. 신용위험액,2023.1Q,383,383
KR0050,하나손해보험,X,손해보험,21,5. 운영위험액,2023.1Q,174,174
KR0050,하나손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2023.1Q,0,0
KR0050,하나손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,0
KR0050,하나손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,0
KR0050,하나손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,162.36111111,162.36111111
KR0050,하나손해보험,X,손해보험,28,기본자본비율,2023.1Q,105.50925926,105.50925926
KR0051,신한이지손해보험,X,손해보험,1,가. 지급여력금액,2023.1Q,1197,1197
KR0051,신한이지손해보험,X,손해보험,2,기본자본,2023.1Q,1192,1192
KR0051,신한이지손해보험,X,손해보험,3,보완자본,2023.1Q,5,5
KR0051,신한이지손해보험,X,손해보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,1197,1197
KR0051,신한이지손해보험,X,손해보험,5,1. 보통주,2023.1Q,1481,1481
KR0051,신한이지손해보험,X,손해보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,7,3. 이익잉여금,2023.1Q,-125,-125
KR0051,신한이지손해보험,X,손해보험,8,4. 자본조정,2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,9,5. 기타포괄손익누계액,2023.1Q,3,3
KR0051,신한이지손해보험,X,손해보험,10,6. 비지배지분,2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,11,7. 조정준비금,2023.1Q,-163,-163
KR0051,신한이지손해보험,X,손해보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,5,5
KR0051,신한이지손해보험,X,손해보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,243,243
KR0051,신한이지손해보험,X,손해보험,15,Ⅰ. 기본요구자본,2023.1Q,243,243
KR0051,신한이지손해보험,X,손해보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,54,54
KR0051,신한이지손해보험,X,손해보험,17,1. 생명장기손해보험위험액,2023.1Q,3,3
KR0051,신한이지손해보험,X,손해보험,18,2. 일반손해보험위험액,2023.1Q,181,181
KR0051,신한이지손해보험,X,손해보험,19,3. 시장위험액,2023.1Q,62,62
KR0051,신한이지손해보험,X,손해보험,20,4. 신용위험액,2023.1Q,22,22
KR0051,신한이지손해보험,X,손해보험,21,5. 운영위험액,2023.1Q,30,30
KR0051,신한이지손해보험,X,손해보험,22,Ⅱ. 법인세조정액,2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,0
KR0051,신한이지손해보험,X,손해보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,492.59259259,492.59259259
KR0051,신한이지손해보험,X,손해보험,28,기본자본비율,2023.1Q,490.53497942,490.53497942
KR0068,한화생명,088350,생명보험,1,가. 지급여력금액,2023.1Q,215751,215751
KR0068,한화생명,088350,생명보험,2,기본자본,2023.1Q,110111,127968.65
KR0068,한화생명,088350,생명보험,3,보완자본,2023.1Q,105640,87782.28
KR0068,한화생명,088350,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,216361,216361
KR0068,한화생명,088350,생명보험,5,1. 보통주,2023.1Q,43829,43829
KR0068,한화생명,088350,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,17484,17484
KR0068,한화생명,088350,생명보험,7,3. 이익잉여금,2023.1Q,69153,69153
KR0068,한화생명,088350,생명보험,8,4. 자본조정,2023.1Q,-9164,-9164
KR0068,한화생명,088350,생명보험,9,5. 기타포괄손익누계액,2023.1Q,12478,12478
KR0068,한화생명,088350,생명보험,10,6. 비지배지분,2023.1Q,0,0
KR0068,한화생명,088350,생명보험,11,7. 조정준비금,2023.1Q,82581,82581
KR0068,한화생명,088350,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,19395,19395
KR0068,한화생명,088350,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,86855,86855
KR0068,한화생명,088350,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,119049,119049
KR0068,한화생명,088350,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,142838,142838
KR0068,한화생명,088350,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,46634,46634
KR0068,한화생명,088350,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,98922,98922
KR0068,한화생명,088350,생명보험,18,2. 일반손해보험위험액,2023.1Q,2834,2834
KR0068,한화생명,088350,생명보험,19,3. 시장위험액,2023.1Q,54810,54810
KR0068,한화생명,088350,생명보험,20,4. 신용위험액,2023.1Q,24731,24731
KR0068,한화생명,088350,생명보험,21,5. 운영위험액,2023.1Q,8176,8176
KR0068,한화생명,088350,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,27065,27065
KR0068,한화생명,088350,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,3276,3276
KR0068,한화생명,088350,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,2200,2200
KR0068,한화생명,088350,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,1076,1076
KR0068,한화생명,088350,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,181.22873775,181.22873775
KR0068,한화생명,088350,생명보험,28,기본자본비율,2023.1Q,92.49216709,107.49241909
KR0070,에이비엘생명보험,X,생명보험,1,가. 지급여력금액,2023.1Q,14292,14292
KR0070,에이비엘생명보험,X,생명보험,2,기본자본,2023.1Q,11683,11683
KR0070,에이비엘생명보험,X,생명보험,3,보완자본,2023.1Q,2609,2609
KR0070,에이비엘생명보험,X,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,12311,
KR0070,에이비엘생명보험,X,생명보험,5,1. 보통주,2023.1Q,10166,
KR0070,에이비엘생명보험,X,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,7,3. 이익잉여금,2023.1Q,-2880,
KR0070,에이비엘생명보험,X,생명보험,8,4. 자본조정,2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,9,5. 기타포괄손익누계액,2023.1Q,3165,
KR0070,에이비엘생명보험,X,생명보험,10,6. 비지배지분,2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,11,7. 조정준비금,2023.1Q,1860,
KR0070,에이비엘생명보험,X,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,628,
KR0070,에이비엘생명보험,X,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,12833,8734
KR0070,에이비엘생명보험,X,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,12834,8734.05
KR0070,에이비엘생명보험,X,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,4087,2973.61
KR0070,에이비엘생명보험,X,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,8007,4597.57
KR0070,에이비엘생명보험,X,생명보험,18,2. 일반손해보험위험액,2023.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,19,3. 시장위험액,2023.1Q,6296,4493.09
KR0070,에이비엘생명보험,X,생명보험,20,4. 신용위험액,2023.1Q,1851,1851
KR0070,에이비엘생명보험,X,생명보험,21,5. 운영위험액,2023.1Q,766,766
KR0070,에이비엘생명보험,X,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,0
KR0070,에이비엘생명보험,X,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,
KR0070,에이비엘생명보험,X,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,111.36912647,163.62
KR0070,에이비엘생명보험,X,생명보험,28,기본자본비율,2023.1Q,91.03872828,133.76459812
KR0071,흥국생명보험,X,생명보험,1,가. 지급여력금액,2023.1Q,26499,26499
KR0071,흥국생명보험,X,생명보험,2,기본자본,2023.1Q,8262,8761.83
KR0071,흥국생명보험,X,생명보험,3,보완자본,2023.1Q,18237,17737.26
KR0071,흥국생명보험,X,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,25327,
KR0071,흥국생명보험,X,생명보험,5,1. 보통주,2023.1Q,801,
KR0071,흥국생명보험,X,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,2800,
KR0071,흥국생명보험,X,생명보험,7,3. 이익잉여금,2023.1Q,6273,
KR0071,흥국생명보험,X,생명보험,8,4. 자본조정,2023.1Q,0,
KR0071,흥국생명보험,X,생명보험,9,5. 기타포괄손익누계액,2023.1Q,3523,
KR0071,흥국생명보험,X,생명보험,10,6. 비지배지분,2023.1Q,0,
KR0071,흥국생명보험,X,생명보험,11,7. 조정준비금,2023.1Q,11930,
KR0071,흥국생명보험,X,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,-,
KR0071,흥국생명보험,X,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,17065,
KR0071,흥국생명보험,X,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,25144,17359
KR0071,흥국생명보험,X,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,21820,
KR0071,흥국생명보험,X,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,7272,
KR0071,흥국생명보험,X,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,14736,
KR0071,흥국생명보험,X,생명보험,18,2. 일반손해보험위험액,2023.1Q,0,
KR0071,흥국생명보험,X,생명보험,19,3. 시장위험액,2023.1Q,7394,
KR0071,흥국생명보험,X,생명보험,20,4. 신용위험액,2023.1Q,5659,
KR0071,흥국생명보험,X,생명보험,21,5. 운영위험액,2023.1Q,1304,
KR0071,흥국생명보험,X,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,5211,
KR0071,흥국생명보험,X,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,8534,
KR0071,흥국생명보험,X,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,8534,
KR0071,흥국생명보험,X,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,
KR0071,흥국생명보험,X,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,105.38895959,152.7
KR0071,흥국생명보험,X,생명보험,28,기본자본비율,2023.1Q,32.85873369,50.47427847
KR0072,케이디비생명보험,X,생명보험,1,가. 지급여력금액,2023.1Q,7286,10716
KR0072,케이디비생명보험,X,생명보험,2,기본자본,2023.1Q,845,6434.29
KR0072,케이디비생명보험,X,생명보험,3,보완자본,2023.1Q,6441,4281.36
KR0072,케이디비생명보험,X,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,3005,
KR0072,케이디비생명보험,X,생명보험,5,1. 보통주,2023.1Q,4743,
KR0072,케이디비생명보험,X,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,4965,
KR0072,케이디비생명보험,X,생명보험,7,3. 이익잉여금,2023.1Q,-1271,
KR0072,케이디비생명보험,X,생명보험,8,4. 자본조정,2023.1Q,-42,
KR0072,케이디비생명보험,X,생명보험,9,5. 기타포괄손익누계액,2023.1Q,-2869,
KR0072,케이디비생명보험,X,생명보험,10,6. 비지배지분,2023.1Q,0,
KR0072,케이디비생명보험,X,생명보험,11,7. 조정준비금,2023.1Q,-2521,
KR0072,케이디비생명보험,X,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,0,
KR0072,케이디비생명보험,X,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,2160,
KR0072,케이디비생명보험,X,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,15281,10541.02
KR0072,케이디비생명보험,X,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,15457,10661.62
KR0072,케이디비생명보험,X,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,5515,3881.6
KR0072,케이디비생명보험,X,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,8070,4071.89
KR0072,케이디비생명보험,X,생명보험,18,2. 일반손해보험위험액,2023.1Q,0,0
KR0072,케이디비생명보험,X,생명보험,19,3. 시장위험액,2023.1Q,8329,5897.93
KR0072,케이디비생명보험,X,생명보험,20,4. 신용위험액,2023.1Q,3658,3658
KR0072,케이디비생명보험,X,생명보험,21,5. 운영위험액,2023.1Q,915,915
KR0072,케이디비생명보험,X,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,176,120.6
KR0072,케이디비생명보험,X,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,0,0
KR0072,케이디비생명보험,X,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,0,
KR0072,케이디비생명보험,X,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,
KR0072,케이디비생명보험,X,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,47.68012565,101.66
KR0072,케이디비생명보험,X,생명보험,28,기본자본비율,2023.1Q,5.52974282,61.04
KR0073,교보생명보험,X,생명보험,1,가. 지급여력금액,2023.1Q,129746,129746
KR0073,교보생명보험,X,생명보험,2,기본자본,2023.1Q,118657,129746.27
KR0073,교보생명보험,X,생명보험,3,보완자본,2023.1Q,11089,0
KR0073,교보생명보험,X,생명보험,4,Ⅰ. 건전성감독기준 재무상태표 상의 순자산,2023.1Q,133258,
KR0073,교보생명보험,X,생명보험,5,1. 보통주,2023.1Q,1025,
KR0073,교보생명보험,X,생명보험,6,2. 자본항목 중 보통주 이외의 자본증권,2023.1Q,11089,
KR0073,교보생명보험,X,생명보험,7,3. 이익잉여금,2023.1Q,70762,
KR0073,교보생명보험,X,생명보험,8,4. 자본조정,2023.1Q,4096,
KR0073,교보생명보험,X,생명보험,9,5. 기타포괄손익누계액,2023.1Q,26807,
KR0073,교보생명보험,X,생명보험,10,6. 비지배지분,2023.1Q,0,
KR0073,교보생명보험,X,생명보험,11,7. 조정준비금,2023.1Q,19480,
KR0073,교보생명보험,X,생명보험,12,Ⅱ. 지급여력금액으로 불인정하는 항목 (지급이 예정된 주주배당액 등),2023.1Q,3512,
KR0073,교보생명보험,X,생명보험,13,Ⅲ. 보완자본으로 재분류하는 항목 (기본자본 자본증권의 인정한도를 초과한 금액 등),2023.1Q,11089,
KR0073,교보생명보험,X,생명보험,14,나. 지급여력기준금액 (Ⅰ-Ⅱ+Ⅲ),2023.1Q,83151,55834
KR0073,교보생명보험,X,생명보험,15,Ⅰ. 기본요구자본,2023.1Q,92143,64826.34
KR0073,교보생명보험,X,생명보험,16,- 분산효과 : (1+2+3+4+5) - Ⅰ,2023.1Q,30402,23595.51
KR0073,교보생명보험,X,생명보험,17,1. 생명장기손해보험위험액,2023.1Q,60701,32422.78
KR0073,교보생명보험,X,생명보험,18,2. 일반손해보험위험액,2023.1Q,0,0
KR0073,교보생명보험,X,생명보험,19,3. 시장위험액,2023.1Q,32253,26408.56
KR0073,교보생명보험,X,생명보험,20,4. 신용위험액,2023.1Q,22777,22777
KR0073,교보생명보험,X,생명보험,21,5. 운영위험액,2023.1Q,6813,6813
KR0073,교보생명보험,X,생명보험,22,Ⅱ. 법인세조정액,2023.1Q,10892,10892
KR0073,교보생명보험,X,생명보험,23,Ⅲ. 기타 요구자본(1+2+3),2023.1Q,1899,1899
KR0073,교보생명보험,X,생명보험,24,1. 업권별 자본규제를 활용한 종속회사의 요구자본 환산치,2023.1Q,1789,
KR0073,교보생명보험,X,생명보험,25,2. 비례성원칙을 적용한 종속회사의 요구자본 대응치,2023.1Q,0,
KR0073,교보생명보험,X,생명보험,26,3. 업권별 자본규제를 활용한 관계회사의 요구자본 환산치,2023.1Q,110,
KR0073,교보생명보험,X,생명보험,27,다. 지급여력비율 : 가 ÷ 나 × 100,2023.1Q,156.04,232.38
